Geneid	Length
gene7306	2107
gene7307	1453
gene7308	3181
gene7309	5167
gene7310	2138
gene7311	1291
gene7312	1739
gene7313	969
gene7314	1301
gene7315	1017
gene7316	1219
gene7317	1993
gene7318	5510
gene7319	2570
gene7320	3201
gene7321	96
gene7322	1563
gene7323	72
gene7324	2409
gene7325	915
gene7326	2530
gene7327	808
gene7328	2923
gene7329	2221
gene7330	2059
gene7331	106
gene7332	89
gene7333	3890
gene7334	1590
gene7335	1027
gene7336	3949
gene7337	1264
gene7338	1594
gene7339	106
gene7340	483
gene7341	2176
gene7342	1816
gene7343	1891
gene7344	2336
gene7345	1673
gene7346	2679
gene7347	2184
gene7348	1908
gene7349	1926
gene7350	1441
gene7351	6912
gene7352	3278
gene7353	89
gene7354	4008
gene7355	3392
gene7356	3133
gene7357	1936
gene7358	1419
gene7359	4182
gene7360	2440
gene7361	2752
gene7362	1748
gene7363	4262
gene7364	2434
gene7365	2472
gene7366	3581
gene7367	701
gene7368	2492
gene7369	1651
gene7370	1161
gene7371	1223
gene7372	1206
gene7373	7193
gene7374	754
gene7375	614
gene7376	291
gene7377	4701
gene7378	3183
gene7379	1778
gene7380	100
gene7381	3569
gene7382	2517
gene7383	2786
gene7384	4937
gene7385	2365
gene7386	2850
gene7387	1505
gene7388	1330
gene7389	2459
gene7390	3851
gene7391	2915
gene7392	3270
gene7393	71
gene7394	821
gene7395	620
gene7396	1831
gene7397	5271
gene7398	1514
gene7399	2527
gene7400	3147
gene7401	5783
gene7402	3056
gene7403	2368
gene7404	3093
gene7405	288
gene7406	1026
gene7407	3620
gene7408	1422
gene7409	2084
gene7410	3584
gene7411	2215
gene7412	542
gene7413	1517
gene7414	945
gene7415	1207
gene7416	1106
gene7417	1812
gene7418	3333
gene7419	2553
gene7420	3045
gene7421	1940
gene7422	1204
gene7423	333
gene7424	3653
gene7425	2095
gene7426	2442
gene7427	88
gene7428	1751
gene7429	282
gene7430	372
gene7431	4968
gene7432	369
gene7433	1599
gene7434	3019
gene7435	2990
gene7436	915
gene7437	2700
gene7438	2217
gene7439	4395
gene7440	2766
gene7441	795
gene7442	872
gene7443	2159
gene7444	2615
gene7445	674
gene7446	1440
gene7447	3687
gene7448	787
gene7449	1567
gene7450	2757
gene7451	1143
gene7452	6386
gene7453	2357
gene7454	1471
gene7455	1007
gene7456	1809
gene7457	924
gene7458	1473
gene7459	1360
gene7460	1318
gene7461	2578
gene7462	3339
gene7463	288
gene7464	1677
gene7465	2053
gene7466	1413
gene7467	5200
gene7468	285
gene7469	1110
gene7470	3071
gene7471	5784
gene7472	1495
gene7473	2041
gene7474	1187
gene7475	948
gene7476	1683
gene7477	971
gene7478	4099
gene7479	4021
gene7480	1387
gene7481	3977
gene7482	590
gene7483	5082
gene7484	2393
gene7485	1278
gene7486	3646
gene7487	2162
gene7488	1097
gene7489	1344
gene7490	1405
gene7491	74
gene7492	363
gene7493	2368
gene7494	2601
gene7495	2932
gene7496	12313
gene7497	1809
gene7498	932
gene7499	4170
gene7500	201
gene7501	315
gene7502	3176
gene7503	3299
gene7504	2327
gene7505	1569
gene7506	3052
gene7507	1273
gene7508	381
gene7509	1143
gene7510	1587
gene7511	3877
gene7512	3043
gene7513	342
gene7514	2793
gene7515	87
gene7516	2158
gene7517	2454
gene7518	1521
gene7519	1850
gene7520	1551
gene7521	2015
gene7522	2396
gene7523	5804
gene7524	2275
gene7525	2478
gene7526	3589
gene7527	1985
gene7528	74
gene7529	2404
gene7530	5423
gene7531	3248
gene7532	3458
gene7533	519
gene7534	700
gene7535	3031
gene7536	3017
gene7537	96
gene7538	1987
gene7539	1460
gene7540	1784
gene7541	1972
gene7542	1546
gene7543	1729
gene7544	976
gene7545	1477
gene7546	2202
gene7547	2277
gene7548	1214
gene7549	2762
gene7550	5660
gene7551	249
gene7552	447
gene7553	246
gene7554	82
gene7555	82
gene7556	1028
gene7557	5540
gene7558	2542
gene7559	878
gene7560	1622
gene7561	4239
gene7562	3727
gene7563	709
gene7564	1443
gene7565	1902
gene7566	783
gene7567	2774
gene7568	2254
gene7569	2145
gene7570	3709
gene7571	600
gene7572	1886
gene7573	1723
gene7574	977
gene7575	2319
gene7576	1138
gene7577	1600
gene7578	1432
gene7579	2105
gene7580	1533
gene7581	2593
gene7582	4899
gene7583	621
gene7584	2464
gene7585	1588
gene7586	3158
gene7587	1564
gene7588	1644
gene7589	3102
gene7590	2860
gene7591	3242
gene7592	1172
gene7593	5226
gene7594	2615
gene7595	3093
gene7596	2965
gene7597	675
gene7598	597
gene7599	3956
gene7600	4815
gene7601	543
gene7602	579
gene7603	3812
gene7604	3186
gene7605	753
gene7606	387
gene7607	2217
gene7608	1494
gene7609	2182
gene7610	1167
gene7611	4937
gene7612	2762
gene7613	3005
gene7614	2796
gene7615	1285
gene7616	3275
gene7617	74
gene7618	1265
gene7619	3237
gene7620	994
gene7621	1441
gene7622	1488
gene7623	1337
gene7624	1728
gene7625	93
gene7626	2992
gene7627	1190
gene7628	2468
gene7629	2445
gene7630	1825
gene7631	1442
gene7632	2209
gene7633	3463
gene7634	5000
gene7635	2300
gene7636	1659
gene7637	3959
gene7638	794
gene7639	2313
gene7640	4045
gene7641	1573
gene7642	2392
gene7643	100
gene7644	74
gene7645	95
gene7646	2495
gene7647	1872
gene7648	1309
gene7649	2535
gene7650	788
gene7651	3133
gene7652	453
gene7653	100
gene7654	2163
gene7655	2439
gene7656	6788
gene7657	2452
gene7658	1614
gene7659	965
gene7660	4280
gene7661	550
gene7662	404
gene7663	1425
gene7664	1704
gene7665	1111
gene7666	2212
gene7667	3537
gene7668	4103
gene7669	1948
gene7670	983
gene7671	3127
gene7672	3487
gene7673	1815
gene7674	1394
gene7675	2859
gene7676	2764
gene7677	660
gene7678	2440
gene7679	2177
gene7680	2308
gene7681	3180
gene7682	1422
gene7683	2330
gene7684	4096
gene7685	1755
gene7686	315
gene7687	3847
gene7688	1346
gene7689	2681
gene7690	3799
gene7691	4351
gene7692	3448
gene7693	3211
gene7694	2363
gene7695	1777
gene7696	1846
gene7697	4494
gene7698	2816
gene7699	3053
gene7700	1743
gene7701	1204
gene7702	2162
gene7703	774
gene7704	3612
gene7705	6054
gene7706	1991
gene7707	1914
gene7708	1136
gene7709	5163
gene7710	853
gene7711	2943
gene7712	1014
gene7713	2987
gene7714	3480
gene7715	2488
gene7716	1591
gene7717	1660
gene7718	1543
gene7719	1955
gene7720	249
gene7721	2772
gene7722	576
gene7723	2428
gene7724	1646
gene7725	3545
gene7726	2165
gene7727	1937
gene7728	1463
gene7729	2572
gene7730	1011
gene7731	1012
gene7732	6587
gene7733	2873
gene7734	2202
gene7735	4425
gene7736	1562
gene7737	1003
gene7738	2624
gene7739	1191
gene7740	2111
gene7741	1213
gene7742	6660
gene7743	2687
gene7744	3228
gene7745	1728
gene7746	2279
gene7747	5578
gene7748	2949
gene7749	1570
gene7750	840
gene7751	1205
gene7752	2667
gene7753	3086
gene7754	3369
gene7755	1272
gene7756	3690
gene7757	6880
gene7758	2356
gene7759	420
gene7760	3280
gene7761	1563
gene7762	2336
gene7763	2887
gene7764	6056
gene7765	3499
gene7766	958
gene7767	1190
gene7768	2129
gene7769	3438
gene7770	2321
gene7771	1810
gene7772	1618
gene7773	3220
gene7774	2240
gene7775	398
gene7776	3310
gene7777	4032
gene7778	86
gene7779	97
gene7780	832
gene7781	759
gene7782	1089
gene7783	117
gene7784	1615
gene7785	2157
gene7786	2623
gene7787	2444
gene7788	4281
gene7789	1007
gene7790	1740
gene7791	3084
gene7792	3466
gene7793	1514
gene7794	1314
gene7795	1847
gene7796	2723
gene7797	72
gene7798	3787
gene7799	2658
gene7800	3326
gene7801	589
gene7802	2541
gene7803	760
gene7804	2045
gene7805	1306
gene7806	1509
gene7807	3547
gene7808	1674
gene7809	1849
gene7810	1581
gene7811	1503
gene7812	3213
gene7813	1411
gene7814	2394
gene7815	5434
gene7816	327
gene7817	1020
gene7818	3176
gene7819	1744
gene7820	2592
gene7821	4176
gene7822	2286
gene7823	2109
gene7824	6622
gene7825	1666
gene7826	1245
gene7827	1357
gene7828	1932
gene7829	1102
gene7830	1734
gene7831	3051
gene7832	719
gene7833	1379
gene7834	2846
gene7835	72
gene7836	1503
gene7837	901
gene7838	2263
gene7839	3911
gene7840	2937
gene7841	1699
gene7842	3547
gene7843	3716
gene7844	1329
gene7845	947
gene7846	2084
gene7847	1635
gene7848	2488
gene7849	2737
gene7850	2029
gene7851	600
gene7852	3229
gene7853	2451
gene7854	4036
gene7855	82
gene7856	1836
gene7857	3699
gene7858	1592
gene7859	1520
gene7860	3313
gene7861	3291
gene7862	747
gene7863	1692
gene7864	3921
gene7865	869
gene7866	273
gene7867	2717
gene7868	72
gene7869	1759
gene7870	2193
gene7871	3270
gene7872	2807
gene7873	2911
gene7874	2227
gene7875	2655
gene7876	3003
gene7877	4099
gene7878	1378
gene7879	4080
gene7880	2787
gene7881	2094
gene7882	2147
gene7883	1920
gene7884	2034
gene7885	297
gene7886	1737
gene7887	378
gene7888	1586
gene7889	1912
gene7890	3240
gene7891	2513
gene7892	5078
gene7893	2004
gene7894	2325
gene7895	3000
gene7896	1710
gene7897	2250
gene7898	1922
gene7899	3853
gene7900	3142
gene7901	6254
gene7902	3281
gene7903	2423
gene7904	7469
gene7905	2561
gene7906	1477
gene7907	1149
gene7908	2204
gene7909	5530
gene7910	2375
gene7911	820
gene7912	1818
gene7913	2554
gene7914	3773
gene7915	3995
gene7916	2252
gene7917	3631
gene7918	1869
gene7919	2180
gene7920	2382
gene7921	1310
gene7922	2142
gene7923	2476
gene7924	650
gene7925	2884
gene7926	2928
gene7927	1662
gene7928	976
gene7929	668
gene7930	1179
gene7931	1477
gene7932	662
gene7933	642
gene7934	1962
gene7935	1892
gene7936	2732
gene7937	3659
gene7938	3340
gene7939	2365
gene7940	1942
gene7941	3294
gene7942	3196
gene7943	102
gene7944	2025
gene7945	3065
gene7946	2508
gene7947	1771
gene7948	1664
gene7949	1225
gene7950	2565
gene7951	1579
gene7952	1730
gene7953	1932
gene7954	2334
gene7955	962
gene7956	1121
gene7957	4481
gene7958	1781
gene7959	2107
gene7960	1449
gene7961	3147
gene7962	2436
gene7963	1013
gene7964	1721
gene7965	89
gene7966	3417
gene7967	2602
gene7968	4729
gene7969	2312
gene7970	1461
gene7971	2212
gene7972	3186
gene7973	5130
gene7974	3062
gene7975	2446
gene7976	4884
gene7977	318
gene7978	1312
gene7979	1277
gene7980	4648
gene7981	2036
gene7982	1795
gene7983	2438
gene7984	2247
gene7985	7742
gene7986	72
gene7987	1761
gene7988	1595
gene7989	3079
gene7990	1089
gene7991	1394
gene7992	2261
gene7993	944
gene7994	4008
gene7995	1565
gene7996	2066
gene7997	3301
gene7998	354
gene7999	1901
gene8000	2844
gene8001	1405
gene8002	2552
gene8003	1843
gene8004	1149
gene8005	1326
gene8006	3017
gene8007	1380
gene8008	731
gene8009	3137
gene8010	1266
gene8011	1731
gene8012	2234
gene8013	1458
gene8014	1339
gene8015	1637
gene8016	1857
gene8017	991
gene8018	4719
gene8019	339
gene8020	1980
gene8021	642
gene8022	1463
gene8023	525
gene8024	4870
gene8025	2893
gene8026	1855
gene8027	1384
gene8028	3297
gene8029	4363
gene8030	96
gene8031	2360
gene8032	1651
gene8033	1224
gene8034	297
gene8035	432
gene8036	1799
gene8037	555
gene8038	1507
gene8039	1996
gene8040	1167
gene8041	1076
gene8042	3620
gene8043	2282
gene8044	3261
gene8045	729
gene8046	5216
gene8047	116
gene8048	3619
gene8049	1408
gene8050	1146
gene8051	1608
gene8052	1143
gene8053	2205
gene8054	1020
gene8055	3291
gene8056	1850
gene8057	2539
gene8058	864
gene8059	585
gene8060	648
gene8061	426
gene8062	564
gene8063	566
gene8064	468
gene8065	2658
gene8066	1665
gene8067	534
gene8068	3001
gene8069	2115
gene8070	873
gene8071	598
gene8072	1227
gene8073	651
gene8074	1356
gene8075	1329
gene8076	1626
gene8077	1008
gene8078	1461
gene8079	2187
gene8080	3514
gene8081	842
gene8082	1102
gene8083	537
gene8084	726
gene8085	993
gene8086	3013
gene8087	1943
gene8088	825
gene8089	4910
gene8090	686
gene8091	910
gene8092	2037
gene8093	2103
gene8094	1995
gene8095	2038
gene8096	1810
gene8097	1488
gene8098	549
gene8099	549
gene8100	600
gene8101	2583
gene8102	1242
gene8103	1428
gene8104	1548
gene8105	4119
gene8106	300
gene8107	1619
gene8108	672
gene8109	642
gene8110	483
gene8111	1599
gene8112	360
gene8113	1019
gene8114	1176
gene8115	1616
gene8116	987
gene8117	696
gene8118	1140
gene8119	113
gene8120	2378
gene8121	1185
gene8122	2866
gene8123	1245
gene8124	1178
gene8125	1754
gene8126	1348
gene8127	1540
gene8128	72
gene8129	1630
gene8130	2090
gene8131	2677
gene8132	1137
gene8133	1110
gene8134	1768
gene8135	3333
gene8136	3852
gene8137	1914
gene8138	82
gene8139	1113
gene8140	1867
gene8141	5609
gene8142	1602
gene8143	561
gene8144	1145
gene8145	2589
gene8146	855
gene8147	1386
gene8148	1686
gene8149	2044
gene8150	2140
gene8151	2956
gene8152	892
gene8153	405
gene8154	2224
gene8155	4178
gene8156	2307
gene8157	2183
gene8158	3210
gene8159	1774
gene8160	1254
gene8161	667
gene8162	1981
gene8163	2856
gene8164	1674
gene8165	2203
gene8166	1731
gene8167	865
gene8168	985
gene8169	525
gene8170	3704
gene8171	447
gene8172	82
gene8173	2475
gene8174	3128
gene8175	1704
gene8176	2024
gene8177	1696
gene8178	2448
gene8179	1864
gene8180	910
gene8181	585
gene8182	567
gene8183	1704
gene8184	1653
gene8185	900
gene8186	807
gene8187	3234
gene8188	405
gene8189	1926
gene8190	624
gene8191	1815
gene8192	861
gene8193	2057
gene8194	1386
gene8195	3895
gene8196	2086
gene8197	1401
gene8198	1383
gene8199	1703
gene8200	534
gene8201	3108
gene8202	1581
gene8203	2445
gene8204	72
gene8205	2255
gene8206	1573
gene8207	2368
gene8208	1338
gene8209	1222
gene8210	3361
gene8211	3013
gene8212	2917
gene8213	3452
gene8214	1806
gene8215	3500
gene8216	624
gene8217	3277
gene8218	3390
gene8219	16114
gene8220	2548
gene8221	6168
gene8222	1932
gene8223	3813
gene8224	1914
gene8225	1880
gene8226	1557
gene8227	2679
gene8228	300
gene8229	1482
gene8230	1181
gene8231	1762
gene8232	1249
gene8233	1690
gene8234	780
gene8235	741
gene8236	648
gene8237	774
gene8238	1126
gene8239	1370
gene8240	3270
gene8241	1050
gene8242	3152
gene8243	929
gene8244	1766
gene8245	90
gene8246	1929
gene8247	963
gene8248	780
gene8249	1295
gene8250	350
gene8251	648
gene8252	1089
gene8253	309
gene8254	1089
gene8255	2508
gene8256	3482
gene8257	1853
gene8258	1423
gene8259	3133
gene8260	1403
gene8261	2691
gene8262	2739
gene8263	3093
gene8264	1737
gene8265	3126
gene8266	1993
gene8267	3293
gene8268	2390
gene8269	2117
gene8270	2936
gene8271	2213
gene8272	662
gene8273	2248
gene8274	2343
gene8275	1665
gene8276	1588
gene8277	1826
gene8278	2085
gene8279	3863
gene8280	5625
gene8281	3831
gene8282	1246
gene8283	2093
gene8284	3821
gene8285	3405
gene8286	1366
gene8287	2568
gene8288	1389
gene8289	93
gene8290	1815
gene8291	1698
gene8292	1674
gene8293	528
gene8294	2487
gene8295	1121
gene8296	696
gene8297	901
gene8298	1599
gene8299	6544
gene8300	1553
gene8301	1401
gene8302	2271
gene8303	1040
gene8304	1324
gene8305	2207
gene8306	1534
gene8307	294
gene8308	963
gene8309	345
gene8310	948
gene8311	918
gene8312	393
gene8313	285
gene8314	798
gene8315	627
gene8316	1308
gene8317	790
gene8318	324
gene8319	429
gene8320	2409
gene8321	1686
gene8322	116
gene8323	1772
gene8324	2611
gene8325	944
gene8326	1432
gene8327	628
gene8328	4054
gene8329	312
gene8330	579
gene8331	4007
gene8332	3461
gene8333	3547
gene8334	1642
gene8335	2359
gene8336	1629
gene8337	3876
gene8338	1652
gene8339	2128
gene8340	3028
gene8341	4405
gene8342	5432
gene8343	931
gene8344	3121
gene8345	3582
gene8346	72
gene8347	1488
gene8348	1551
gene8349	1182
gene8350	1878
gene8351	5731
gene8352	3387
gene8353	72
gene8354	4546
gene8355	1650
gene8356	2667
gene8357	3398
gene8358	2754
gene8359	1673
gene8360	2688
gene8361	2480
gene8362	660
gene8363	4145
gene8364	2236
gene8365	72
gene8366	5907
gene8367	4473
gene8368	1710
gene8369	1553
gene8370	1505
gene8371	2007
gene8372	3710
gene8373	116
gene8374	4256
gene8375	683
gene8376	1416
gene8377	2043
gene8378	3298
gene8379	1952
gene8380	4192
gene8381	1908
gene8382	1869
gene8383	1170
gene8384	3060
gene8385	7460
gene8386	4678
gene8387	2713
gene8388	1599
gene8389	2658
gene8390	3203
gene8391	3067
gene8392	2680
gene8393	3284
gene8394	1397
gene8395	1803
gene8396	1208
gene8397	2413
gene8398	429
gene8399	1211
gene8400	1804
gene8401	1212
gene8402	678
gene8403	4784
gene8404	2987
gene8405	5848
gene8406	2868
gene8407	4304
gene8408	2235
gene8409	1246
gene8410	3226
gene8411	3025
gene8412	2012
gene8413	2839
gene8414	4783
gene8415	2019
gene8416	3529
gene8417	2386
gene8418	1716
gene8419	3151
gene8420	3533
gene8421	4014
gene8422	2332
gene8423	1395
gene8424	1439
gene8425	507
gene8426	2070
gene8427	2146
gene8428	3881
gene8429	1287
gene8430	3955
gene8431	2141
gene8432	2033
gene8433	2010
gene8434	72
gene8435	1897
gene8436	2558
gene8437	3371
gene8438	1394
gene8439	1647
gene8440	1987
gene8441	1317
gene8442	1434
gene8443	765
gene8444	2864
gene8445	1104
gene8446	324
gene8447	1723
gene8448	3214
gene8449	1017
gene8450	5097
gene8451	5392
gene8452	590
gene8453	4322
gene8454	1141
gene8455	1770
gene8456	6161
gene8457	111
gene8458	2518
gene8459	1231
gene8460	5628
gene8461	4132
gene8462	3630
gene8463	1887
gene8464	1220
gene8465	2272
gene8466	1997
gene8467	1508
gene8468	3350
gene8469	4317
gene8470	2685
gene8471	2290
gene8472	1980
gene8473	639
gene8474	1326
gene8475	89
gene8476	2713
gene8477	1470
gene8478	1376
gene8479	2632
gene8480	1713
gene8481	3769
gene8482	222
gene8483	426
gene8484	2429
gene8485	3823
gene8486	1772
gene8487	3084
gene8488	109
gene8489	74
gene8490	2297
gene8491	4891
gene8492	1446
gene8493	2247
gene8494	1247
gene8495	264
gene8496	1860
gene8497	1802
gene8498	1950
gene8499	1898
gene8500	73
gene8501	817
gene8502	72
gene8503	860
gene8504	3847
gene8505	1047
gene8506	3484
gene8507	1952
gene8508	2608
gene8509	1259
gene8510	2268
gene8511	1527
gene8512	2918
gene8513	1218
gene8514	4424
gene8515	902
gene8516	3164
gene8517	3209
gene8518	1251
gene8519	3222
gene8520	1149
gene8521	6117
gene8522	1829
gene8523	2760
gene8524	762
gene8525	2287
gene8526	1343
gene8527	1434
gene8528	465
gene8529	2033
gene8530	73
gene8531	1173
gene8532	1524
gene8533	1713
gene8534	2282
gene8535	3255
gene8536	95
gene8537	996
gene8538	885
gene8539	6928
gene8540	409
gene8541	1063
gene8542	2254
gene8543	1325
gene8544	1236
gene8545	1405
gene8546	846
gene8547	873
gene8548	1446
gene8549	816
gene8550	1566
gene8551	8739
gene8552	1335
gene8553	2833
gene8554	1462
gene8555	2161
gene8556	3201
gene8557	2386
gene8558	1627
gene8559	2783
gene8560	1779
gene8561	996
gene8562	2093
gene8563	1913
gene8564	1725
gene8565	743
gene8566	2019
gene8567	1879
gene8568	1977
gene8569	5848
gene8570	4213
gene8571	89
gene8572	123
gene8573	3246
gene8574	4265
gene8575	1458
gene8576	2207
gene8577	82
gene8578	72
gene8579	867
gene8580	96
gene8581	1177
gene8582	2867
gene8583	1631
gene8584	1596
gene8585	2624
gene8586	1095
gene8587	2693
gene8588	2981
gene8589	354
gene8590	5306
gene8591	1076
gene8592	1524
gene8593	996
gene8594	1045
gene8595	336
gene8596	2621
gene8597	372
gene8598	1124
gene8599	1106
gene8600	1084
gene8601	3988
gene8602	4093
gene8603	100
gene8604	1710
gene8605	568
gene8606	2927
gene8607	2887
gene8608	1885
gene8609	3057
gene8610	1021
gene8611	306
gene8612	3402
gene8613	2875
gene8614	2154
gene8615	1907
gene8616	1705
gene8617	2408
gene8618	2417
gene8619	1510
gene8620	3507
gene8621	4698
gene8622	977
gene8623	2733
gene8624	72
gene8625	72
gene8626	1538
gene8627	1634
gene8628	72
gene8629	2562
gene8630	2546
gene8631	642
gene8632	807
gene8633	1556
gene8634	3552
gene8635	1253
gene8636	1355
gene8637	163
gene8638	372
gene8639	915
gene8640	1011
gene8641	237
gene8642	240
gene8643	2726
gene8644	2386
gene8645	1270
gene8646	2837
gene8647	2188
gene8648	870
gene8649	2496
gene8650	1116
gene8651	1940
gene8652	100
gene8653	2638
gene8654	1598
gene8655	470
gene8656	3465
gene8657	1392
gene8658	1671
gene8659	2804
gene8660	1138
gene8661	713
gene8662	3751
gene8663	1711
gene8664	1674
gene8665	72
gene8666	1207
gene8667	2660
gene8668	477
gene8669	354
gene8670	294
gene8671	663
gene8672	552
gene8673	4862
gene8674	153
gene8675	1484
gene8676	2196
gene8677	1893
gene8678	1408
gene8679	3192
gene8680	1232
gene8681	685
gene8682	879
gene8683	2519
gene8684	2467
gene8685	2233
gene8686	997
gene8687	3171
gene8688	1577
gene8689	1977
gene8690	5312
gene8691	1383
gene8692	2414
gene8693	1915
gene8694	2449
gene8695	384
gene8696	3012
gene8697	1464
gene8698	1979
gene8699	5093
gene8700	2803
gene8701	1651
gene8702	1534
gene8703	1122
gene8704	74
gene8705	1250
gene8706	1267
gene8707	5302
gene8708	3145
gene8709	965
gene8710	3351
gene8711	249
gene8712	2704
gene8713	2122
gene8714	1650
gene8715	1456
gene8716	2773
gene8717	2571
gene8718	2054
gene8719	1609
gene8720	883
gene8721	2135
gene8722	4857
gene8723	3098
gene8724	1143
gene8725	1617
gene8726	1794
gene8727	4155
gene8728	1786
gene8729	4901
gene8730	4676
gene8731	273
gene8732	2389
gene8733	2137
gene8734	1250
gene8735	1316
gene8736	1590
gene8737	4107
gene8738	456
gene8739	2179
gene8740	3294
gene8741	2488
gene8742	2423
gene8743	2410
gene8744	889
gene8745	1530
gene8746	3894
gene8747	765
gene8748	2170
gene8749	4487
gene8750	399
gene8751	5166
gene8752	1143
gene8753	2910
gene8754	1880
gene8755	1969
gene8756	908
gene8757	3482
gene8758	1980
gene8759	1752
gene8760	1443
gene8761	1851
gene8762	1608
gene8763	1079
gene8764	1535
gene8765	3107
gene8766	3794
gene8767	1156
gene8768	3447
gene8769	2622
gene8770	3108
gene8771	2135
gene8772	1903
gene8773	1734
gene8774	5055
gene8775	2992
gene8776	3057
gene8777	1829
gene8778	116
gene8779	815
gene8780	1409
gene8781	1559
gene8782	4085
gene8783	4965
gene8784	402
gene8785	2795
gene8786	98
gene8787	2360
gene8788	92
gene8789	2102
gene8790	3673
gene8791	2247
gene8792	1722
gene8793	1969
gene8794	3241
gene8795	1341
gene8796	2270
gene8797	6737
gene8798	2541
gene8799	1553
gene8800	1273
gene8801	2460
gene8802	5450
gene8803	1324
gene8804	3756
gene8805	3160
gene8806	2769
gene8807	72
gene8808	3147
gene8809	2176
gene8810	360
gene8811	1437
gene8812	1626
gene8813	2445
gene8814	2152
gene8815	2615
gene8816	975
gene8817	5408
gene8818	4078
gene8819	825
gene8820	859
gene8821	1087
gene8822	2454
gene8823	2241
gene8824	2413
gene8825	2936
gene8826	2540
gene8827	768
gene8828	993
gene8829	1721
gene8830	5575
gene8831	3888
gene8832	1530
gene8833	1821
gene8834	1127
gene8835	2380
gene8836	1938
gene8837	1776
gene8838	2903
gene8839	1699
gene8840	2712
gene8841	1670
gene8842	1191
gene8843	940
gene8844	2271
gene8845	3890
gene8846	2688
gene8847	1776
gene8848	4375
gene8849	1227
gene8850	5139
gene8851	2309
gene8852	1749
gene8853	2268
gene8854	2373
gene8855	1617
gene8856	2976
gene8857	4254
gene8858	2735
gene8859	1459
gene8860	1052
gene8861	2200
gene8862	2843
gene8863	2993
gene8864	2518
gene8865	5760
gene8866	2492
gene8867	5237
gene8868	1371
gene8869	728
gene8870	996
gene8871	1068
gene8872	1967
gene8873	432
gene8874	738
gene8875	1466
gene8876	1550
gene8877	1056
gene8878	4433
gene8879	867
gene8880	1814
gene8881	1170
gene8882	1677
gene8883	1422
gene8884	2637
gene8885	2668
gene8886	1802
gene8887	88
gene8888	2349
gene8889	2081
gene8890	1725
gene8891	2128
gene8892	3159
gene8893	2553
gene8894	1813
gene8895	2578
gene8896	1093
gene8897	4794
gene8898	2073
gene8899	72
gene8900	1668
gene8901	7192
gene8902	1893
gene8903	1189
gene8904	2312
gene8905	1483
gene8906	2073
gene8907	2745
gene8908	2054
gene8909	1683
gene8910	2498
gene8911	1551
gene8912	1181
gene8913	90
gene8914	1679
gene8915	1667
gene8916	5884
gene8917	1685
gene8918	72
gene8919	2366
gene8920	4489
gene8921	3817
gene8922	2170
gene8923	1947
gene8924	4014
gene8925	1884
gene8926	1676
gene8927	354
gene8928	3403
gene8929	2170
gene8930	84
gene8931	1638
gene8932	1057
gene8933	2072
gene8934	5257
gene8935	1656
gene8936	4928
gene8937	2208
gene8938	3075
gene8939	894
gene8940	4686
gene8941	3453
gene8942	1688
gene8943	303
gene8944	1944
gene8945	926
gene8946	7414
gene8947	4582
gene8948	873
gene8949	95
gene8950	6930
gene8951	1182
gene8952	1912
gene8953	3654
gene8954	2868
gene8955	1549
gene8956	73
gene8957	2090
gene8958	526
gene8959	1569
gene8960	73
gene8961	3180
gene8962	2635
gene8963	1002
gene8964	1068
gene8965	2324
gene8966	372
gene8967	954
gene8968	4497
gene8969	2402
gene8970	2951
gene8971	4941
gene8972	1079
gene8973	1411
gene8974	1182
gene8975	2747
gene8976	3128
gene8977	1752
gene8978	2122
gene8979	5942
gene8980	1348
gene8981	3509
gene8982	2749
gene8983	1493
gene8984	1416
gene8985	426
gene8986	2892
gene8987	2802
gene8988	2994
gene8989	1950
gene8990	584
gene8991	1050
gene8992	2474
gene8993	2341
gene8994	1735
gene8995	3599
gene8996	1914
gene8997	3439
gene8998	992
gene8999	1090
gene9000	1576
gene9001	872
gene9002	1720
gene9003	3264
gene9004	3126
gene9005	1984
gene9006	1812
gene9007	1611
gene9008	2607
gene9009	1144
gene9010	240
gene9011	1621
gene9012	2499
gene9013	1414
gene9014	3279
gene9015	1985
gene9016	3792
gene9017	3441
gene9018	72
gene9019	72
gene9020	2636
gene9021	1299
gene9022	1804
gene9023	1695
gene9024	695
gene9025	321
gene9026	1804
gene9027	384
gene9028	2454
gene9029	745
gene9030	1695
gene9031	1442
gene9032	5445
gene9033	1410
gene9034	1638
gene9035	1278
gene9036	920
gene9037	3726
gene9038	1761
gene9039	2157
gene9040	4272
gene9041	339
gene9042	1623
gene9043	1880
gene9044	2657
gene9045	109
gene9046	1479
gene9047	3075
gene9048	1353
gene9049	1125
gene9050	2727
gene9051	4882
gene9052	2215
gene9053	990
gene9054	72
gene9055	2633
gene9056	88
gene9057	2104
gene9058	1745
gene9059	1796
gene9060	1053
gene9061	1980
gene9062	1161
gene9063	1808
gene9064	1868
gene9065	71
gene9066	936
gene9067	1035
gene9068	468
gene9069	534
gene9070	1905
gene9071	2036
gene9072	779
gene9073	1380
gene9074	2239
gene9075	1014
gene9076	2837
gene9077	1620
gene9078	864
gene9079	92
gene9080	4427
gene9081	2291
gene9082	1229
gene9083	861
gene9084	1576
gene9085	3016
gene9086	327
gene9087	2678
gene9088	806
gene9089	732
gene9090	2366
gene9091	2425
gene9092	2643
gene9093	1509
gene9094	1462
gene9095	3823
gene9096	1706
gene9097	3774
gene9098	2695
gene9099	1723
gene9100	801
